Username,Currency,"First name","Last name",E-mail,Country,Advertiser,"VIP Level","Signed up","First deposit","Last deposit date","Wants mail",Deposits,"Deposit count","Average deposit","Approved Withdrawals","Approved Withdrawal count",Credits,"Credit count",Chargebacks,"Chargeback count",Returns,"Return count","Credit reverse","Credit reverse count","Chargeback reverses","Chargeback reverse count","Return reverses","Return reverse count","Casino bonuses","Casino bonus count","Redeemed bonus initial amounts","Redeemed bonus pending winnings","Poker Bonuses","Poker Bonus count","Poker bonus reverses","Casino comps converted","Casino Comps count","Casino progressive share","Casino progressive wins","Casino Bets","Casino Wins","Casino game count","Net Loss",Kiosk,"Kiosk admin","Player realbalance change","Bonus balance change","Declined withdraw requests","Withdraw requests","Transfer deposits","Transfer withdraws","Casino bonuses removed","Old Poker Rakes","Old Poker Tournament Fees","Poker game deposits","Poker game withdrawals","Poker rounding","Poker VIP level","Poker frozen",Frozen,"Poker nickname","Signup skin",Language,Casino,Sportsbook wins,"Sportsbook bets","Sportsbook bonus redemptions","Sportsbook gross income","Sportsbook cancelled bets","House correction revenue","House correction loss","Player correction revenue","Player correction loss","Bingo net gaming","Bingo network adjustments","Bingo redemption expenses","Bingo ingame bet","Bingo ingame win","Backbet wins","Backbet bets","Cancelled Backbet bets","House earnings","Bingo side games progressive bets","Bingo side games prog. contr.","Bingo side games prog. refund","Backbet bets revenue","Received bets from external wallet","Paid wins to external wallet","Poker tokens won","Player balance correction deposit","Player balance correction withdraw","Player and operator revenue correction deposit","Player and operator revenue correction withdraw","Player revenue correction deposit","Player revenue correction withdraw","Bonus parent corrections","Bonus tips","Total tips","Current credit limit","Pool bets","Pool wins","Fundtransfers in","Fundtransfers out","Widget bet","Widget win","Widget cancel bet","Widget fees","Transfers to FOBT","Transfers from FOBT","FOBT bets","FOBT wins","Dormant account fees","Bingo VIP level","Bingo Points","Redeemed cash award/AW award","Binary option bets placed","Binary option bets recognized","Binary option wins","Binary option insured returns","Deposit service fee","Deposit service fee bonus","Paid taxes","Poker SBR Rake","Poker SBR Tournament Fees","Poker RPV Rake","Poker RPV Fees","Redeemed Poker Prewager Bonus","Used poker prewager bonus","Redeemed Poker Cash Bonus","Sportsbook cash-outs","Sportsbook Token wins","SportsBook Opt-ins takings","Redeemed Bingo Pending Winnings","Sportsbook Cash Bet Adjustments","Sportsbook Cash Bets","Sportsbook Cash Payouts","Sportsbook Cancelled Cash Bets","Sportsbook Payouts to Account","Sportsbook Uncollected Payouts","Casino Converted Loyalty Points","Sportsbook Converted Loyalty Points","Poker Converted Loyalty Points","Bingo Converted Loyalty Points","Sportsbook Voucher Bets","Sportsbook Cancelled Voucher Bets","Sportsbook Loyalty Point Bets","Sportsbook Cancelled Loyalty Point Bets","Sportsbook Cash Token Wins","Sportsbook Voided Bets","Sportsbook Voided Cash Bets","Winnings from Cash Purchased Goods"
QASTGCPSTHB1,THB,Dafabet,Player,qastgcpsthb1@dafamember.com,Thailand,defaultmq,16,2017-05-29,"2017-06-01 15:30:46","2017-06-01 18:38:55",1,117.38,3,39.13,117.38,3,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,0.00,0.00,0.00,117.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGFH001,CNY,Dafabet,Player,qastgfh001@dafamember.com,China,defaultmq,16,2017-06-09,"2017-06-09 19:51:52","2017-06-09 19:53:25",1,5.89,2,2.94,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,5.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,ZH-CN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGMRARMB02,CNY,Dafabet,Player,qastgmrarmb02@dafamember.com,China,defaultmq,16,2017-06-09,"2017-06-09 19:36:10","2017-06-09 19:36:10",1,3.68,1,3.68,3.68,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,-0.00,0.00,0.00,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGPMRMB02,CNY,Dafabet,Player,qastgpmrmb02@dafamember.com,China,defaultmq,16,2017-05-09,"2017-05-09 08:42:11","2017-06-15 11:05:21",1,0.15,1,365.79,2.65,4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,-2.50,0.00,0.00,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGPMRMB21,CNY,Dafabet,Player,qastgpmrmb21@dafamember.com,China,defaultmq,16,2017-06-07,"2017-06-07 17:12:23","2017-06-07 17:42:58",1,29.41,2,14.70,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,29.85,4,29.85,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,-29.85,,,59.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRARMB04,CNY,Dafabet,Player,qastgrarmb04@dafamember.com,China,defaultmq,16,2017-04-18,"2017-06-21 14:26:43","2017-06-21 14:26:43",1,14.68,1,14.68,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,14.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRM430001,CNY,Dafabet,Player,qastgrm430001@dafamember.com,China,defaultmq,16,2017-06-01,"2017-06-01 09:33:05","2017-06-01 10:33:03",1,218.81,2,109.40,1.75,6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,217.06,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBAL18,CNY,Dafabet,Player,qastgrmbal18@dafamember.com,China,defaultmq,16,2017-06-12,"2017-06-12 13:02:06","2017-06-12 13:02:06",1,73.55,1,73.55,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,73.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBJB00,CNY,Dafabet,Player,qastgrmbjb00@dafamember.com,China,defaultmq,16,2017-06-08,"2017-06-08 14:43:42","2017-06-08 14:43:42",1,73.57,1,73.57,0.15,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,73.42,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBJB01,CNY,Dafabet,Player,qastgrmbjb01@dafamember.com,China,defaultmq,16,2017-05-31,"2017-06-15 16:52:34","2017-06-15 16:52:34",1,73.56,1,73.56,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,73.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBLAX003,CNY,Dafabet,Player,qastgrmblax003@dafamember.com,China,defaultmq,16,2017-06-09,"2017-06-12 10:00:04","2017-06-12 10:00:04",1,48.54,1,48.54,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,2.21,0.00,4,2.21,,,46.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBLAX004,CNY,Dafabet,Player,qastgrmblax004@dafamember.com,China,defaultmq,18,2017-06-09,"2017-06-09 10:57:11","2017-06-09 10:57:11",1,30.91,1,30.91,5.89,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,25.02,0.00,0.00,5.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBRA025,CNY,Dafabet,Player,qastgrmbra025@dafamember.com,China,defaultmq,16,2017-01-18,"2017-06-12 11:53:04","2017-06-12 11:53:04",1,2942.04,1,2942.04,1029.71,1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,1912.33,0.00,0.00,1029.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGRMBTK019,CNY,Dafabet,Player,qastgrmbtk019@dafamember.com,Haiti,defaultmq,16,2017-06-09,"2017-06-09 19:26:25","2017-06-15 10:40:25",1,29.43,3,9.81,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,14.72,1,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,29.43,14.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASTGTRSUSD1,USD,Dafabet,Player,qastgtrsusd1@dafamember.com,China,defaultmq,17,2017-05-09,"2017-06-22 11:39:28","2017-06-22 14:24:17",1,350.00,3,116.67,150.00,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,200.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QASUPPORTCNY01,CNY,Dafabet,Player,qasupportcny01@dafamember.com,China,defaultmq,16,2017-06-15,"2017-06-15 01:06:22","2017-06-15 01:06:22",1,44.13,1,44.13,8.83,2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,35.30,0.00,0.00,8.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTASEUR02,EUR,Dafabet,Player,qatctaseur02@dafamember.com,Slovenia,defaultmq,18,2017-05-18,"2017-06-05 21:34:04","2017-06-05 21:34:04",1,56.43,1,56.43,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,11.26,1,11.26,0.00,0.00,0,0.00,0.00,0,0.00,0.00,67.11,93.09,8,-37.24,,,93.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTGRRA005,CNY,Dafabet,Player,qatctgrra005@dafamember.com,China,defaultmq,16,2017-05-30,"2017-06-07 12:50:05","2017-06-07 12:52:04",1,294.37,2,147.19,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,294.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTJBCRMB01,CNY,Dafabet,Player,qatctjbcrmb01@dafamember.com,China,defaultmq,16,2017-05-15,"2017-05-15 12:52:55","2017-05-15 12:52:55",1,0.00,0,145.04,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,30.79,2,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,0.00,30.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
QATCTJDRMB12,CNY,Dafabet,Player,qatctjdrmb12@dafamember.com,Indonesia,defaultmq,16,2017-05-09,"2017-06-07 16:10:59","2017-06-07 16:10:59",1,14.70,1,14.70,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0.00,,,14.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"Not frozen","Not frozen",,mannycasino,EN,mannycasino,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
